iter	Passed	Remaining
288	457	1125
289	458	1123
290	460	1121
291	461	1119
292	463	1117
293	464	1115
294	466	1113
295	467	1111
296	469	1110
297	471	1109
298	472	1108
299	474	1106
300	475	1104
301	477	1102
302	478	1100
303	479	1098
304	481	1096
305	482	1094
306	484	1093
307	486	1091
308	487	1090
309	488	1088
310	490	1086
311	491	1084
312	493	1082
313	494	1080
314	496	1078
315	497	1077
316	499	1076
317	500	1074
318	502	1072
319	503	1070
320	505	1068
321	506	1066
322	508	1065
323	509	1063
324	511	1061
325	512	1060
326	514	1058
327	515	1056
328	517	1054
329	518	1052
330	520	1051
331	521	1049
332	522	1047
333	524	1045
334	525	1044
335	527	1043
336	529	1041
337	530	1039
338	532	1037
339	533	1036
340	535	1034
341	536	1032
342	538	1030
343	539	1028
344	546	1037
345	547	1035
346	549	1033
347	550	1031
348	552	1030
349	553	1028
350	555	1027
351	557	1025
352	558	1023
353	560	1022
354	561	1020
355	563	1019
356	564	1017
357	566	1015
358	567	1013
359	569	1012
360	570	1010
361	572	1008
362	573	1006
363	575	1004
364	576	1002
365	577	1001
366	579	999
367	580	997
368	582	995
369	583	994
370	585	992
371	586	990
372	588	989
373	589	987
374	591	985
375	592	983
376	594	982
377	595	980
378	597	978
379	598	977
380	600	975
381	601	973
382	603	972
383	604	970
384	606	968
385	607	966
386	609	964
387	610	963
388	612	961
389	613	959
390	615	958
391	616	956
392	618	954
393	619	952
394	620	951
395	622	949
396	623	947
397	632	957
398	634	955
399	635	953
400	637	951
401	638	950
402	640	948
403	642	947
404	643	945
405	644	943
406	646	941
407	647	939
408	649	938
409	651	937
410	653	935
411	654	934
412	656	932
413	657	930
414	659	929
415	660	927
416	662	925
417	663	923
418	665	922
419	666	920
420	669	920
421	670	918
422	672	916
423	673	915
424	675	913
425	676	911
426	678	909
427	679	908
428	680	906
429	682	904
430	684	903
431	685	901
432	687	899
433	688	898
434	690	896
435	691	894
436	692	892
437	694	891
438	696	889
439	697	887
440	699	886
441	700	884
442	702	882
443	703	881
444	705	879
445	706	877
446	707	875
447	709	874
448	711	872
449	712	871
450	714	869
451	715	867
452	717	866
453	718	864
454	720	862
455	721	860
456	723	859
457	724	857
458	726	856
459	727	854
460	729	852
461	730	851
462	732	849
463	733	847
464	735	845
465	736	844
466	738	842
467	739	841
468	742	840
469	744	839
470	745	837
471	747	835
472	748	833
473	750	832
474	751	830
475	753	829
476	755	828
477	756	826
478	758	824
479	759	822
480	761	821
481	762	819
482	764	818
483	765	816
484	767	815
485	769	813
486	770	812
487	772	810
488	773	808
489	775	807
490	776	805
491	778	803
492	779	801
493	781	800
494	783	799
495	784	797
496	786	795
497	787	794
498	789	792
499	790	790
500	792	789
501	793	787
502	795	785
503	796	784
504	798	782
505	799	780
506	801	779
507	802	777
508	804	775
509	805	774
510	807	772
511	808	770
512	810	769
513	812	767
514	813	766
515	815	764
516	816	762
517	817	761
518	819	759
519	820	757
520	822	756
521	825	756
522	838	764
523	843	766
524	852	771
525	853	769
526	855	767
527	856	765
528	858	764
529	859	762
530	861	760
531	862	759
532	864	757
533	865	755
534	870	756
535	872	754
536	873	753
537	875	751
538	876	749
539	878	748
540	879	746
541	881	744
542	882	743
543	884	741
544	885	739
545	887	737
546	888	736
547	890	734
548	891	732
549	893	730
550	895	730
551	897	728
552	898	726
553	900	724
554	901	723
555	903	721
556	904	719
557	906	718
558	907	716
559	916	720
560	921	720
561	922	719
562	924	717
563	926	715
564	930	716
565	931	714
566	933	712
567	934	710
568	935	708
569	938	707
570	939	705
571	941	704
572	942	702
573	944	700
574	945	698
575	947	697
576	948	695
577	950	693
578	952	692
579	953	690
580	955	688
581	956	686
582	958	685
583	959	683
584	960	681
585	962	679
586	963	678
587	965	676
588	967	675
589	968	673
590	970	671
591	971	669
592	973	668
593	974	666
594	976	664
595	977	662
596	979	661
597	981	659
598	982	657
599	983	655
600	985	654
601	986	652
602	988	650
603	989	648
604	991	647
605	992	645
606	994	643
607	995	642
608	997	640
609	998	638
610	1000	636
611	1001	635
612	1003	633
613	1004	631
614	1006	629
615	1007	628
616	1009	626
617	1011	625
618	1012	623
619	1014	621
620	1016	620
621	1017	618
622	1019	616
623	1020	614
624	1022	613
625	1023	611
626	1025	609
627	1026	608
628	1028	606
629	1029	604
630	1031	603
631	1032	601
632	1034	599
633	1035	597
634	1040	597
635	1041	596
636	1043	594
637	1044	592
638	1046	591
639	1047	589
640	1049	587
641	1050	586
642	1052	584
643	1053	582
644	1055	580
645	1056	579
646	1058	577
647	1059	575
648	1061	573
649	1062	572
650	1064	570
651	1065	568
652	1067	567
653	1068	565
654	1070	563
655	1071	562
656	1073	560
657	1074	558
658	1076	556
659	1077	555
660	1079	553
661	1080	551
662	1082	550
663	1083	548
664	1084	546
665	1086	544
666	1087	543
667	1089	541
668	1090	539
669	1092	537
670	1094	536
671	1096	535
672	1097	533
673	1099	531
674	1100	529
675	1102	528
676	1103	526
677	1105	524
678	1106	523
679	1108	521
680	1109	519
681	1111	518
682	1112	516
683	1114	514
684	1115	513
685	1117	511
686	1118	509
687	1119	507
688	1122	506
689	1123	504
690	1125	503
691	1126	501
692	1128	499
693	1129	498
694	1131	496
695	1132	494
696	1133	492
697	1136	491
698	1138	490
699	1139	488
700	1141	486
701	1142	485
702	1144	483
703	1146	482
704	1147	480
705	1149	478
706	1151	477
707	1152	475
708	1154	473
709	1155	471
710	1156	470
711	1158	468
712	1160	466
713	1162	465
714	1163	463
715	1165	462
716	1166	460
717	1168	458
718	1169	457
719	1171	455
720	1173	453
721	1174	452
722	1176	450
723	1177	448
724	1179	447
725	1180	445
726	1181	443
727	1183	442
728	1184	440
729	1186	438
730	1187	437
731	1189	435
732	1190	433
733	1192	432
734	1193	430
735	1196	429
736	1197	427
737	1199	425
738	1200	424
739	1202	422
740	1203	420
741	1205	419
742	1206	417
743	1208	415
744	1209	414
745	1211	412
746	1212	410
747	1214	409
748	1215	407
749	1217	405
750	1219	404
751	1220	402
752	1222	400
753	1223	399
754	1224	397
755	1226	395
756	1227	394
757	1229	392
758	1230	390
759	1232	389
760	1234	387
761	1235	385
762	1237	384
763	1238	382
764	1239	380
765	1241	379
766	1243	377
767	1244	375
768	1246	374
769	1247	372
770	1249	371
771	1250	369
772	1252	367
773	1253	366
774	1255	364
775	1256	362
776	1258	361
777	1263	360
778	1267	359
779	1270	358
780	1277	358
781	1280	356
782	1281	355
783	1283	353
784	1284	351
785	1287	350
786	1288	348
787	1290	347
788	1291	345
789	1293	343
790	1294	342
791	1296	340
792	1297	338
793	1299	337
794	1300	335
795	1302	333
796	1303	332
797	1305	330
798	1306	328
799	1308	327
800	1309	325
801	1311	323
802	1312	322
803	1314	320
804	1315	318
805	1317	317
806	1318	315
807	1320	313
808	1321	312
809	1323	310
810	1324	308
811	1326	307
812	1327	305
813	1329	303
814	1330	302
815	1332	300
816	1333	298
817	1335	297
818	1336	295
819	1338	293
820	1339	292
821	1341	290
822	1342	288
823	1344	287
824	1345	285
825	1347	283
826	1348	282
827	1350	280
828	1351	278
829	1353	277
830	1354	275
831	1356	273
832	1357	272
833	1359	270
834	1361	268
835	1362	267
836	1364	265
837	1365	264
838	1367	262
839	1368	260
840	1370	259
841	1371	257
842	1373	255
843	1375	254
844	1376	252
845	1378	250
846	1379	249
847	1381	247
848	1382	245
849	1384	244
850	1385	242
851	1387	241
852	1388	239
853	1390	237
854	1391	236
855	1393	234
856	1394	232
857	1396	231
858	1397	229
859	1399	227
860	1401	226
861	1403	224
862	1404	222
863	1406	221
864	1407	219
865	1409	218
866	1410	216
867	1412	214
868	1413	213
869	1415	211
870	1416	209
871	1418	208
872	1419	206
873	1421	204
874	1422	203
875	1424	201
876	1426	200
877	1427	198
878	1429	196
879	1430	195
880	1432	193
881	1433	191
882	1435	190
883	1436	188
884	1438	186
885	1439	185
886	1441	183
887	1442	181
888	1444	180
889	1445	178
890	1447	177
891	1448	175
892	1450	173
893	1451	172
894	1453	170
895	1454	168
896	1456	167
897	1457	165
898	1459	163
899	1460	162
900	1462	160
901	1463	159
902	1465	157
903	1466	155
904	1468	154
905	1469	152
906	1471	150
907	1473	149
908	1474	147
909	1476	145
910	1477	144
911	1479	142
912	1480	141
913	1482	139
914	1483	137
915	1485	136
916	1486	134
917	1488	132
918	1489	131
919	1491	129
920	1492	128
921	1494	126
922	1495	124
923	1497	123
924	1498	121
925	1500	119
926	1501	118
927	1503	116
928	1504	114
929	1505	113
930	1507	111
931	1508	110
932	1510	108
933	1511	106
934	1513	105
935	1514	103
936	1516	101
937	1518	100
938	1519	98
939	1521	97
940	1522	95
941	1523	93
942	1525	92
943	1526	90
944	1528	88
945	1530	87
946	1531	85
947	1533	84
948	1534	82
949	1535	80
950	1537	79
951	1538	77
952	1540	75
953	1542	74
954	1543	72
955	1545	71
956	1546	69
957	1548	67
958	1549	66
959	1551	64
960	1552	63
961	1554	61
962	1555	59
963	1557	58
964	1558	56
965	1560	54
966	1561	53
967	1563	51
968	1564	50
969	1566	48
970	1567	46
971	1569	45
972	1571	43
973	1572	41
974	1574	40
975	1575	38
976	1577	37
977	1578	35
978	1580	33
979	1581	32
980	1583	30
981	1584	29
982	1589	27
983	1590	25
984	1592	24
985	1593	22
986	1595	21
987	1596	19
988	1599	17
989	1600	16
990	1602	14
991	1603	12
992	1604	11
993	1606	9
994	1607	8
995	1609	6
996	1610	4
997	1612	3
998	1613	1
999	1615	0
